TourId iBest gBest time(ms)
152 5638.6445443105 5463.8406459967 1353
153 5608.7714677082 5463.8406459967 1356
154 5596.6905349380 5463.8406459967 1350
155 5792.2467585294 5463.8406459967 1358
156 5717.3136538454 5463.8406459967 1357
157 5611.8228361772 5463.8406459967 1364
158 5523.2707362572 5463.8406459967 1377
159 5689.5940277047 5463.8406459967 1360
160 5514.4714955445 5463.8406459967 1357
161 5488.0530993230 5463.8406459967 1351
162 5537.6570491054 5463.8406459967 1357
163 5552.8169182877 5463.8406459967 1357
164 5663.5768636907 5463.8406459967 1347
165 5560.6583596673 5463.8406459967 1350
166 5605.8281698198 5463.8406459967 1357
167 5576.8277601710 5463.8406459967 1354
168 5419.1059512988 5419.1059512988 1354
169 5638.0606404337 5419.1059512988 1381
170 5549.6345472950 5419.1059512988 1362
171 5602.0213710953 5419.1059512988 1362
172 5711.0041568979 5419.1059512988 1367
173 5331.1191930708 5331.1191930708 1363
174 5533.1360841416 5331.1191930708 1375
175 5586.7875157417 5331.1191930708 1373
176 5739.8292500143 5331.1191930708 1369
177 5630.6226257005 5331.1191930708 1367
178 5653.6705244624 5331.1191930708 1366
179 5560.3460018901 5331.1191930708 1348
180 5343.4521741320 5331.1191930708 1352
181 5592.9668154083 5331.1191930708 1387
182 5591.1582856309 5331.1191930708 1366
183 5529.8086933246 5331.1191930708 1374
184 5629.3567226662 5331.1191930708 1363
185 5597.6147891942 5331.1191930708 1365
186 5785.1083916333 5331.1191930708 1356
187 5433.2552654398 5331.1191930708 1354
188 5665.3708983497 5331.1191930708 1367
189 5430.3093055484 5331.1191930708 1361
190 5606.6780461710 5331.1191930708 1355
191 5503.0858048726 5331.1191930708 1359
192 5563.7448293188 5331.1191930708 1361
193 5619.8348067369 5331.1191930708 1343
194 5372.7958240699 5331.1191930708 1349
195 5507.2809868717 5331.1191930708 1345
196 5623.3366658610 5331.1191930708 1347
197 5246.0631085471 5246.0631085471 1344
198 5353.8574742159 5246.0631085471 1348
199 5579.0269710481 5246.0631085471 1368
200 5793.4765475593 5246.0631085471 1360
201 5549.5653386910 5246.0631085471 1355
202 5539.1441093202 5246.0631085471 1358
203 5373.3318199726 5246.0631085471 1357
204 5364.8498904190 5246.0631085471 1364
205 5755.0242091699 5246.0631085471 1359
206 5485.9036156399 5246.0631085471 1359
207 5565.2486830611 5246.0631085471 1358
208 5514.8024640388 5246.0631085471 1361
209 5712.1887967934 5246.0631085471 1357
210 5599.0308941262 5246.0631085471 1361
211 5370.3742208396 5246.0631085471 1359
212 5420.7130795670 5246.0631085471 1359
213 5539.1289642371 5246.0631085471 1372
214 5494.2066308659 5246.0631085471 1373
215 5326.0628321023 5246.0631085471 1375
216 5417.1228746649 5246.0631085471 1373
217 5527.7466640910 5246.0631085471 1364
218 5474.1716419910 5246.0631085471 1368
219 5443.3669637613 5246.0631085471 1353
220 5710.6658939982 5246.0631085471 1351
221 5539.2759980165 5246.0631085471 1361
222 5502.9127889563 5246.0631085471 1361
223 5482.6142787969 5246.0631085471 1376
224 5443.5743207785 5246.0631085471 1364
225 5476.5989362984 5246.0631085471 1360
226 5340.9874361309 5246.0631085471 1361
227 5312.8109406996 5246.0631085471 1361
228 5544.2218305510 5246.0631085471 1354
229 5375.8791893609 5246.0631085471 1368
230 5414.2181000175 5246.0631085471 1355
231 5451.6349464319 5246.0631085471 1356
232 5467.8398472184 5246.0631085471 1357
233 5505.9667565613 5246.0631085471 1352
234 5826.3945301778 5246.0631085471 1367
235 5324.7388436704 5246.0631085471 1354
236 5307.4233121831 5246.0631085471 1347
237 5565.5501687457 5246.0631085471 1350
238 5617.3335153049 5246.0631085471 1365
239 5495.8156388572 5246.0631085471 1357
240 5350.5726097323 5246.0631085471 1366
241 5438.4932182380 5246.0631085471 1368
242 5230.2074242306 5230.2074242306 1345
243 5380.4790299341 5230.2074242306 1354
244 5355.3990822066 5230.2074242306 1350
245 5419.1506144859 5230.2074242306 1354
246 5332.9233507029 5230.2074242306 1375
247 5542.1638934958 5230.2074242306 1367
248 5447.9954444571 5230.2074242306 1356
249 5414.5408487226 5230.2074242306 1352
250 5442.3679687869 5230.2074242306 1348
251 5299.7100744571 5230.2074242306 1352
252 5416.7722166662 5230.2074242306 1348
253 5249.9820925569 5230.2074242306 1349
254 5288.8258785352 5230.2074242306 1352
255 5491.0947906990 5230.2074242306 1351
256 5114.0536368853 5114.0536368853 1389
257 5379.1149744249 5114.0536368853 1385
258 5344.9844528613 5114.0536368853 1381
259 5379.7275764545 5114.0536368853 1381
260 5444.2364348242 5114.0536368853 1378
261 5309.4776579930 5114.0536368853 1402
262 5327.5265262971 5114.0536368853 1382
263 5504.4339684052 5114.0536368853 1381
264 5193.5148835111 5114.0536368853 1364
265 5297.1363923243 5114.0536368853 1360
266 5246.2223764807 5114.0536368853 1376
267 5559.7417349873 5114.0536368853 1366
268 5380.3627730731 5114.0536368853 1361
269 5403.8813852517 5114.0536368853 1344
270 5487.5378894425 5114.0536368853 1349
271 5470.6001315940 5114.0536368853 1357
272 5525.0927889021 5114.0536368853 1347
273 5175.7660768216 5114.0536368853 1355
274 5376.1918601448 5114.0536368853 1340
275 5334.3616639314 5114.0536368853 1368
276 5427.6306468872 5114.0536368853 1385
277 5288.1459578564 5114.0536368853 1365
278 5430.4047178195 5114.0536368853 1370
279 5251.9619435774 5114.0536368853 1371
280 5304.3346750675 5114.0536368853 1388
281 5458.6423673318 5114.0536368853 1395
282 5367.9759664627 5114.0536368853 1368
283 5210.6103745275 5114.0536368853 1362
284 5229.5841960292 5114.0536368853 1363
285 5489.1578785980 5114.0536368853 1368
286 5386.4779056736 5114.0536368853 1358
287 5439.8407619066 5114.0536368853 1369
288 5398.1216796488 5114.0536368853 1357
289 5246.0269630966 5114.0536368853 1360
290 5418.0443842616 5114.0536368853 1351
291 5132.0577565872 5114.0536368853 1365
292 5323.0058130661 5114.0536368853 1361
293 5355.2902537459 5114.0536368853 1368
294 5070.5483656606 5070.5483656606 1366
295 5489.8369935356 5070.5483656606 1367
296 5290.2418797540 5070.5483656606 1366
297 5403.7065147804 5070.5483656606 1366
298 5119.3150540904 5070.5483656606 1363
299 5383.4322778972 5070.5483656606 1358
300 5325.5402355249 5070.5483656606 1359
301 5330.6599270479 5070.5483656606 1373
302 5483.4246319920 5070.5483656606 1366
303 5036.1338081357 5036.1338081357 1360
304 5229.3807406042 5036.1338081357 1354
305 5164.9765214139 5036.1338081357 1364
306 5228.3356853150 5036.1338081357 1380
307 5254.0539546849 5036.1338081357 1360
308 5192.0372583163 5036.1338081357 1391
309 5241.2084063747 5036.1338081357 1412
310 5284.0646883255 5036.1338081357 1412
311 5325.8898531816 5036.1338081357 1438
312 5436.6846554606 5036.1338081357 1381
313 5345.7154233792 5036.1338081357 1401
314 5210.3475204789 5036.1338081357 1417
315 5381.1668931306 5036.1338081357 1376
316 5352.7762739865 5036.1338081357 1359
317 5288.5262332700 5036.1338081357 1358
318 5235.6098761136 5036.1338081357 1358
319 5368.6115054218 5036.1338081357 1387
320 5444.4553455485 5036.1338081357 1387
321 5285.3466698769 5036.1338081357 1372
322 5296.0073607219 5036.1338081357 1369
323 5239.1558041077 5036.1338081357 1343
324 5276.5916574806 5036.1338081357 1340
325 5300.7303911306 5036.1338081357 1363
326 5249.8101700567 5036.1338081357 1386
327 5298.3321903505 5036.1338081357 1339
328 5398.1178566768 5036.1338081357 1368
329 5345.1927098873 5036.1338081357 1370
330 4986.8750238267 4986.8750238267 1372
331 5142.0276889236 4986.8750238267 1365
332 5205.5098858647 4986.8750238267 1374
333 5377.6590818164 4986.8750238267 1357
334 5229.0787131500 4986.8750238267 1356
335 5193.7160046378 4986.8750238267 1352
336 5106.2641330639 4986.8750238267 1358
337 5147.7096012535 4986.8750238267 1359
338 5273.8890084545 4986.8750238267 1361
339 5122.7952381459 4986.8750238267 1361
340 5256.9874551274 4986.8750238267 1362
341 5303.7541418279 4986.8750238267 1360
342 5157.9263728575 4986.8750238267 1361
343 5165.7951077236 4986.8750238267 1351
344 5113.9507714800 4986.8750238267 1362
345 5316.5048904249 4986.8750238267 1360
346 5231.2810077008 4986.8750238267 1419
347 5090.3251972694 4986.8750238267 1398
348 5222.9567616582 4986.8750238267 1390
349 5157.3035893337 4986.8750238267 1397
350 5262.8500859135 4986.8750238267 1372
351 5263.1156043637 4986.8750238267 1364
352 5114.9955253828 4986.8750238267 1352
353 5194.1239485096 4986.8750238267 1350
354 5303.9261016476 4986.8750238267 1400
355 5446.3493898546 4986.8750238267 1369
356 5099.8206503166 4986.8750238267 1371
357 5345.9980980810 4986.8750238267 1360
358 5071.7761988141 4986.8750238267 1349
359 5223.9840680355 4986.8750238267 1358
360 5059.1770267723 4986.8750238267 1357
361 5418.5526066334 4986.8750238267 1360
362 5087.2236444807 4986.8750238267 1362
363 5173.3684763008 4986.8750238267 1355
364 5168.9623756919 4986.8750238267 1370
365 5213.1470029376 4986.8750238267 1382
366 5147.3340953321 4986.8750238267 1384
367 5211.4911266684 4986.8750238267 1366
368 5261.5228471697 4986.8750238267 1377
369 5370.0426564550 4986.8750238267 1377
370 5268.2063737732 4986.8750238267 1356
371 5178.7677508103 4986.8750238267 1370
372 5189.0886533678 4986.8750238267 1373
373 5312.1539987536 4986.8750238267 1358
374 5055.7600860347 4986.8750238267 1348
375 5184.7215879498 4986.8750238267 1346
376 5190.7147684740 4986.8750238267 1355
377 5056.4480708180 4986.8750238267 1356
378 5213.0815568312 4986.8750238267 1362
379 5127.3625108821 4986.8750238267 1364
380 5151.4229968566 4986.8750238267 1369
381 5229.3068528235 4986.8750238267 1349
382 5175.7332539311 4986.8750238267 1360
383 5197.4680650645 4986.8750238267 1353
384 5264.4799291160 4986.8750238267 1361
385 5051.4138405902 4986.8750238267 1359
386 5090.6720236579 4986.8750238267 1372
387 5116.0023366681 4986.8750238267 1367
388 5077.6519433255 4986.8750238267 1363
389 5221.7694875538 4986.8750238267 1373
390 5258.4334415401 4986.8750238267 1363
391 5195.0121857325 4986.8750238267 1375
392 5259.8414200753 4986.8750238267 1380
393 5059.5148351710 4986.8750238267 1365
394 5147.4540428160 4986.8750238267 1368
395 5105.3198053978 4986.8750238267 1351
396 4970.5693299384 4970.5693299384 1353
397 5357.3782443894 4970.5693299384 1362
398 5251.2578388469 4970.5693299384 1356
399 5213.7764783237 4970.5693299384 1366
400 5154.7260438504 4970.5693299384 1363
401 4949.8142791485 4949.8142791485 1368
402 5267.0237478387 4949.8142791485 1369
403 5010.2500373099 4949.8142791485 1372
404 5195.3126388552 4949.8142791485 1364
405 5200.1383749361 4949.8142791485 1375
406 5097.9554974395 4949.8142791485 1358
407 4998.5449006245 4949.8142791485 1366
408 5133.7113502591 4949.8142791485 1356
409 5207.3055733151 4949.8142791485 1360
410 5097.6117682600 4949.8142791485 1358
411 5073.7076022505 4949.8142791485 1354
412 5166.3613757932 4949.8142791485 1360
413 5167.2836642570 4949.8142791485 1361
414 5162.7556714004 4949.8142791485 1363
415 4901.2636634369 4901.2636634369 1364
416 5067.3957090432 4901.2636634369 1368
417 5006.4203614205 4901.2636634369 1365
418 4918.8240492466 4901.2636634369 1362
419 5303.1656338721 4901.2636634369 1356
420 5061.2846053880 4901.2636634369 1359
421 4977.7438033619 4901.2636634369 1360
422 4870.0171510006 4870.0171510006 1364
423 4905.4309781235 4870.0171510006 1363
424 5194.1928333771 4870.0171510006 1360
425 5036.1219189618 4870.0171510006 1363
426 5134.9376527249 4870.0171510006 1368
427 5125.1197684470 4870.0171510006 1358
428 5066.9301913895 4870.0171510006 1360
429 5125.6427787960 4870.0171510006 1364
430 5207.8273767100 4870.0171510006 1358
431 5030.2596594928 4870.0171510006 1366
432 5059.2876030070 4870.0171510006 1368
433 5047.2489057705 4870.0171510006 1374
434 5016.7873645042 4870.0171510006 1365
435 5271.8477669813 4870.0171510006 1369
436 5051.8219449908 4870.0171510006 1362
437 5060.4417535316 4870.0171510006 1365
438 5164.6536429875 4870.0171510006 1367
439 5066.7962811516 4870.0171510006 1351
440 5061.3892048799 4870.0171510006 1354
441 5260.8504779685 4870.0171510006 1360
442 5098.8548041450 4870.0171510006 1359
443 5008.6125333966 4870.0171510006 1363
444 4966.0673956207 4870.0171510006 1377
445 5110.9216581191 4870.0171510006 1362
446 5020.1604996208 4870.0171510006 1355
447 5094.8643543674 4870.0171510006 1348
448 5049.9722180117 4870.0171510006 1348
449 5104.2983522556 4870.0171510006 1355
450 5248.4994295732 4870.0171510006 1358
451 5166.5670973825 4870.0171510006 1356
452 5270.5225368136 4870.0171510006 1356
453 4823.8593908359 4823.8593908359 1360
454 5200.6351820983 4823.8593908359 1364
455 4933.7087860046 4823.8593908359 1367
456 5141.5141870204 4823.8593908359 1356
457 5147.8276240528 4823.8593908359 1352
458 5135.7155380850 4823.8593908359 1341
459 5068.0945843078 4823.8593908359 1350
460 4948.7034528516 4823.8593908359 1354
461 5000.2936740357 4823.8593908359 1349
462 5191.9918257458 4823.8593908359 1352
463 4944.2187422664 4823.8593908359 1358
464 5053.1456712657 4823.8593908359 1349
465 5001.1064102737 4823.8593908359 1352
466 5048.6389418410 4823.8593908359 1352
467 4826.3338746784 4823.8593908359 1351
468 4963.2681730809 4823.8593908359 1351
469 4809.5410133081 4809.5410133081 1360
470 4812.6289678524 4809.5410133081 1362
471 5139.4472413578 4809.5410133081 1356
472 5024.7766605631 4809.5410133081 1359
473 5049.9559600761 4809.5410133081 1358
474 4969.6040546511 4809.5410133081 1362
475 5163.8273830403 4809.5410133081 1376
476 5107.9813944641 4809.5410133081 1358
477 5103.5279730625 4809.5410133081 1367
478 5000.1141777465 4809.5410133081 1357
479 5114.0677315253 4809.5410133081 1371
480 5024.5325175476 4809.5410133081 1376
481 4939.5410834439 4809.5410133081 1367
482 5173.6931248462 4809.5410133081 1370
483 5102.9104148504 4809.5410133081 1369
484 4674.5102842784 4674.5102842784 1374
485 4843.1776931343 4674.5102842784 1373
486 4995.3345493798 4674.5102842784 1368
487 5071.4424522537 4674.5102842784 1352
488 5071.3894374757 4674.5102842784 1358
489 4962.4944984493 4674.5102842784 1362
490 5109.7276778958 4674.5102842784 1350
491 4925.5784904745 4674.5102842784 1346
492 5120.5094980176 4674.5102842784 1346
493 5098.7035367821 4674.5102842784 1369
494 5068.7725548956 4674.5102842784 1381
495 5088.9773312957 4674.5102842784 1356
496 4996.5239062522 4674.5102842784 1356
497 5133.4868319692 4674.5102842784 1375
498 4951.9799147559 4674.5102842784 1365
499 4949.7299193053 4674.5102842784 1360
500 4982.2241580086 4674.5102842784 1357
501 5011.1334233376 4674.5102842784 1349
502 5100.9954569945 4674.5102842784 1348
503 4783.1158117112 4674.5102842784 1353
504 5016.1857998094 4674.5102842784 1351
505 4975.9431868899 4674.5102842784 1354
506 5044.5347777200 4674.5102842784 1352
507 5290.9054596377 4674.5102842784 1360
508 5025.3164092259 4674.5102842784 1355
509 4948.6291202263 4674.5102842784 1357
510 5055.5018834977 4674.5102842784 1356
511 5081.5423787870 4674.5102842784 1354
512 5077.5717959419 4674.5102842784 1361
513 4948.7649694033 4674.5102842784 1378
514 4908.5847346288 4674.5102842784 1357
515 4704.3944481906 4674.5102842784 1375
516 4961.1696850626 4674.5102842784 1356
517 4964.3908658522 4674.5102842784 1357
518 4936.6831161131 4674.5102842784 1361
519 5078.2394565742 4674.5102842784 1388
520 5097.0641255221 4674.5102842784 1360
521 5033.8463634331 4674.5102842784 1389
522 5114.2854616956 4674.5102842784 1392
523 5012.2817634045 4674.5102842784 1428
524 5049.5896741677 4674.5102842784 1416
525 4932.0718391670 4674.5102842784 1368
526 4939.5244548564 4674.5102842784 1373
527 4873.0177312782 4674.5102842784 1363
528 4913.6706798521 4674.5102842784 1343
529 4841.2715567502 4674.5102842784 1337
530 4953.4778931183 4674.5102842784 1358
531 4952.1115233434 4674.5102842784 1362
532 4712.0719365676 4674.5102842784 1362
533 5036.2151525185 4674.5102842784 1352
534 4757.1370688899 4674.5102842784 1352
535 4816.0150469101 4674.5102842784 1352
536 4913.3045825750 4674.5102842784 1353
537 4930.2877090140 4674.5102842784 1354
538 4943.4131271730 4674.5102842784 1359
539 4941.9095881551 4674.5102842784 1365
540 4937.0452975111 4674.5102842784 1360
541 4921.3614241352 4674.5102842784 1354
542 4904.5937198086 4674.5102842784 1346
543 5046.0981926851 4674.5102842784 1360
544 4985.8452346260 4674.5102842784 1360
545 4858.4370081647 4674.5102842784 1360
546 5063.7419414344 4674.5102842784 1372
547 4748.8081819115 4674.5102842784 1374
548 4866.9475679109 4674.5102842784 1388
549 4905.2543759101 4674.5102842784 1383
550 4945.4717687093 4674.5102842784 1419
551 4845.2607626344 4674.5102842784 1360
552 4937.6057410587 4674.5102842784 1420
553 4727.7324435536 4674.5102842784 1394
554 5083.2870948908 4674.5102842784 1362
555 5031.7904676650 4674.5102842784 1357
556 4993.4611307773 4674.5102842784 1379
557 4885.3581520260 4674.5102842784 1364
558 4952.2670509866 4674.5102842784 1359
559 5046.5479653912 4674.5102842784 1358
560 4862.9375151110 4674.5102842784 1372
561 5144.1129768162 4674.5102842784 1379
562 4922.4236554809 4674.5102842784 1377
563 4934.1442743507 4674.5102842784 1373
564 4858.9709451526 4674.5102842784 1358
565 4918.8835135308 4674.5102842784 1392
566 5046.2152008671 4674.5102842784 1368
567 4761.4057351291 4674.5102842784 1390
568 4871.3097320850 4674.5102842784 1381
569 5010.7150274606 4674.5102842784 1378
570 4954.6932188210 4674.5102842784 1366
571 4832.7901424067 4674.5102842784 1361
572 4809.4489137591 4674.5102842784 1356
573 5005.0184459843 4674.5102842784 1348
574 5069.7501653781 4674.5102842784 1380
575 4809.3773675921 4674.5102842784 1378
576 5040.9649568429 4674.5102842784 1358
577 4688.9953020124 4674.5102842784 1351
578 5001.4212901192 4674.5102842784 1390
579 4863.4646469963 4674.5102842784 1400
580 4791.8912885094 4674.5102842784 1397
581 4971.9054676770 4674.5102842784 1391
582 4835.1987744750 4674.5102842784 1391
583 4764.5665318775 4674.5102842784 1377
584 4838.8081257091 4674.5102842784 1349
585 4946.3162595536 4674.5102842784 1360
586 4830.6950049373 4674.5102842784 1353
587 4945.9771378056 4674.5102842784 1369
588 4800.5688016783 4674.5102842784 1398
589 5000.2494619376 4674.5102842784 1402
590 4814.4159071478 4674.5102842784 1405
591 4748.0978437038 4674.5102842784 1391
592 4772.7422085268 4674.5102842784 1390
593 5009.7546075994 4674.5102842784 1354
594 4978.8010065859 4674.5102842784 1341
595 4894.1561400981 4674.5102842784 1365
596 4779.4934025686 4674.5102842784 1364
597 4892.1705547990 4674.5102842784 1350
598 4998.0326449511 4674.5102842784 1348
599 4842.7261053920 4674.5102842784 1354
600 4721.8446145200 4674.5102842784 1349
601 4974.0166710520 4674.5102842784 1352
602 4902.3795307477 4674.5102842784 1351
603 4787.7437628866 4674.5102842784 1351
604 4582.7443870682 4582.7443870682 1358
605 4941.2959376451 4582.7443870682 1358
606 4875.5854562453 4582.7443870682 1347
607 4834.0301542354 4582.7443870682 1354
608 4809.5496154956 4582.7443870682 1366
609 4922.0715515765 4582.7443870682 1374
610 4789.9879414143 4582.7443870682 1369
611 5108.8620946406 4582.7443870682 1355
612 4759.8165414628 4582.7443870682 1369
613 5009.9708580958 4582.7443870682 1368
614 4928.7027794745 4582.7443870682 1353
615 4946.6315518458 4582.7443870682 1342
616 4830.9484435504 4582.7443870682 1336
617 5118.1345436174 4582.7443870682 1345
618 4987.3332147645 4582.7443870682 1395
619 5080.0914763124 4582.7443870682 1354
620 4897.4268966485 4582.7443870682 1353
621 4850.3589923594 4582.7443870682 1372
622 4905.4266584382 4582.7443870682 1358
623 4901.8384534044 4582.7443870682 1344
624 4879.8444341234 4582.7443870682 1350
625 4974.5945279244 4582.7443870682 1359
626 4903.4565748109 4582.7443870682 1360
627 4797.3972928969 4582.7443870682 1355
628 4943.2658322897 4582.7443870682 1349
629 4934.6371064213 4582.7443870682 1358
630 4950.9298443236 4582.7443870682 1345
631 4919.9612376092 4582.7443870682 1351
632 4966.5521142316 4582.7443870682 1347
633 4810.9751268091 4582.7443870682 1349
634 4971.9888824064 4582.7443870682 1352
635 4891.4682735632 4582.7443870682 1352
636 4793.8100387405 4582.7443870682 1352
637 4815.8909373249 4582.7443870682 1350
638 4833.6993411634 4582.7443870682 1350
639 4926.8865029265 4582.7443870682 1343
640 4658.3708539515 4582.7443870682 1349
641 4712.2494525786 4582.7443870682 1360
642 4999.4157215689 4582.7443870682 1358
643 4899.5446514482 4582.7443870682 1352
644 4923.5062024206 4582.7443870682 1351
645 4734.0352022259 4582.7443870682 1359
646 4821.0404579323 4582.7443870682 1350
647 4739.8139267811 4582.7443870682 1363
648 4683.5921016402 4582.7443870682 1357
649 4855.2415982844 4582.7443870682 1359
650 4942.4709191786 4582.7443870682 1350
651 4884.1652702821 4582.7443870682 1365
652 4769.3251793653 4582.7443870682 1358
653 4890.1179663076 4582.7443870682 1377
654 4752.7996553951 4582.7443870682 1366
655 4758.8292922191 4582.7443870682 1361
656 4835.8754097298 4582.7443870682 1367
657 4795.0823279893 4582.7443870682 1372
658 4608.1465303060 4582.7443870682 1367
659 4823.0275374252 4582.7443870682 1355
660 4864.7237292157 4582.7443870682 1350
661 4788.9202797602 4582.7443870682 1343
662 4937.2242485180 4582.7443870682 1355
663 4845.2193417950 4582.7443870682 1359
